0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 32 79 95 127 127 -17921
-32 -79 -95 -127 -127 -127 -95 -79 -32 0 32 79 95 127 127 127 -9321
-79 -95 -127 -127 -127 -95 -79 -32 0 32 79 95 127 127 127 95 108
-95 -127 -127 -127 -95 -79 -32 0 32 79 95 127 127 127 95 79 10126
-127 -127 -127 -95 -79 -32 0 32 79 95 127 127 127 95 79 32 17992
-127 -127 -95 -79 -32 0 32 79 95 127 127 127 95 79 32 0 24105
-127 -95 -79 -32 0 32 79 95 127 127 127 95 79 32 0 -32 27833
-95 -79 -32 0 32 79 95 127 127 127 95 79 32 0 -32 -79 28838
-79 -32 0 32 79 95 127 127 127 95 79 32 0 -32 -79 -95 27333
-32 0 32 79 95 127 127 127 95 79 32 0 -32 -79 -95 -127 22898
0 32 79 95 127 127 127 95 79 32 0 -32 -79 -95 -127 -127 16439
32 79 95 127 127 127 95 79 32 0 -32 -79 -95 -127 -127 -127 8415
79 95 127 127 127 95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -67
95 127 127 127 95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -8948
127 127 127 95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 -17381
127 127 95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 -23836
127 95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 32 -28128
95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 32 79 -29498
79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 32 79 95 -28233
32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 32 79 95 127 -24004
0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 32 79 95 127 127 -17921
-32 -79 -95 -127 -127 -127 -95 -79 -32 0 32 79 95 127 127 127 -9321
-79 -95 -127 -127 -127 -95 -79 -32 0 32 79 95 127 127 127 95 108
-95 -127 -127 -127 -95 -79 -32 0 32 79 95 127 127 127 95 79 10126
-127 -127 -127 -95 -79 -32 0 32 79 95 127 127 127 95 79 32 17992
-127 -127 -95 -79 -32 0 32 79 95 127 127 127 95 79 32 0 24105
-127 -95 -79 -32 0 32 79 95 127 127 127 95 79 32 0 -32 27833
-95 -79 -32 0 32 79 95 127 127 127 95 79 32 0 -32 -79 28838
-79 -32 0 32 79 95 127 127 127 95 79 32 0 -32 -79 -95 27333
-32 0 32 79 95 127 127 127 95 79 32 0 -32 -79 -95 -127 22898
0 32 79 95 127 127 127 95 79 32 0 -32 -79 -95 -127 -127 16439
32 79 95 127 127 127 95 79 32 0 -32 -79 -95 -127 -127 -127 8415
79 95 127 127 127 95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -67
95 127 127 127 95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -8948
127 127 127 95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 -17381
127 127 95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 -23836
127 95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 48 -28553
95 79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 -29614
79 32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 -28247
32 0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 -23596
0 -32 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 -17212
-32 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 -8965
-79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 595
-95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 10579
-127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 18719
-127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 24792
-127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 28352
-95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 29108
-79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 -95 27230
-32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 22562
0 48 79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 15853
48 79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 8160
79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -496
95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -9743
127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 -18093
127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 -24316
127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 -28677
95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 -29785
79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 -28305
32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 -23709
0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 -17281
-48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 -8670
-79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 595
-95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 10579
-127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 18719
-127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 24792
-127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 28352
-95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 29108
-79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 -95 27230
-32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 22562
0 48 79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 15853
48 79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 8160
79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -496
95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -9743
127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 -18093
127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 -24316
127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 -28677
95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 -29785
79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 -28305
32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 -23709
0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 -17281
-48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 -8670
-79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 595
-95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 10579
-127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 18719
-127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 24792
-127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 28352
-95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 29108
-79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 -95 27230
-32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 22562
0 48 79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 15853
48 79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 8160
79 95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -496
95 127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -9743
127 127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 -18093
127 127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 -24316
127 95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 -28677
95 79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 -29785
79 32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 -28305
32 0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 -23709
0 -48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 -17281
-48 -79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 -8670
-79 -95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 595
-95 -127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 10579
-127 -127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 18719
-127 -127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 24792
-127 -95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 28352
-95 -79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 29108
-79 -32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 -111 27333
-32 0 48 79 95 127 127 127 95 79 32 0 -48 -79 -111 -127 22552
0 48 79 95 127 127 127 95 79 32 0 -48 -79 -111 -127 -127 15566
48 79 95 127 127 127 95 79 32 0 -48 -79 -111 -127 -127 -127 7592
79 95 127 127 127 95 79 32 0 -48 -79 -111 -127 -127 -127 -95 -1125
95 127 127 127 95 79 32 0 -48 -79 -111 -127 -127 -127 -95 -79 -10168
127 127 127 95 79 32 0 -48 -79 -111 -127 -127 -127 -95 -79 -32 -18562
127 127 95 79 32 0 -48 -79 -111 -127 -127 -127 -95 -79 -32 0 -25224
127 95 79 32 0 -48 -79 -111 -127 -127 -127 -95 -79 -32 0 48 -29262
95 79 32 0 -48 -79 -111 -127 -127 -127 -95 -79 -32 0 48 79 -30392
79 32 0 -48 -79 -111 -127 -127 -127 -95 -79 -32 0 48 79 111 -28840
32 0 -48 -79 -111 -127 -127 -127 -95 -79 -32 0 48 79 111 127 -23996
0 -48 -79 -111 -127 -127 -127 -95 -79 -32 0 48 79 111 127 127 -17295
-48 -79 -111 -127 -127 -127 -95 -79 -32 0 48 79 111 127 127 127 -8495
-79 -111 -127 -127 -127 -95 -79 -32 0 48 79 111 127 127 127 95 1211
-111 -127 -127 -127 -95 -79 -32 0 48 79 111 127 127 127 95 79 11415
-127 -127 -127 -95 -79 -32 0 48 79 111 127 127 127 95 79 32 19269
-127 -127 -95 -79 -32 0 48 79 111 127 127 127 95 79 32 0 25332
-127 -95 -79 -32 0 48 79 111 127 127 127 95 79 32 0 -48 29079
-95 -79 -32 0 48 79 111 127 127 127 95 79 32 0 -48 -79 29817
-79 -32 0 48 79 111 127 127 127 95 79 32 0 -48 -79 -111 27843
-32 0 48 79 111 127 127 127 95 79 32 0 -48 -79 -111 -127 22839
